Group Of ShortName,SectionEstimate,v2_61,v2_73,v2_81,v2_9,Code,CodeList
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRLPlic,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRNodRel,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRPTFE,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRComRS,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRRaphe,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRRingA,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRRingATy,K,,,,Yes,,
,,,,,,1,"""External Ring"""
,,,,,,2,"""Internal Ring"""
VSAVRLResect,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRLeafShav,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRLPPatch,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRDeb,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRPeriLeak,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AnlrEnl,K,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AnlrEnlTech,K,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""Nicks-Nunez"""
,,,,,,2,"""Manougian"""
,,,,,,3,"""Konno"""
,,,,,,4,"""Other"""
VSAVRoot,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRootOReimp,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVRootOReimpTy,K,,,,Yes,,
,,,,,,1,"""Mechanical"""
,,,,,,2,"""Bioprosthetic"""
,,,,,,3,"""Autograft with native pulmonary valve (Ross procedure)"""
,,,,,,4,"""Homograft root replacement"""
VSAVRepBioTy,K,,,,Yes,,
,,,,,,1,"""Stented valve composite graft"""
,,,,,,2,"""Stentless biologic full root"""
VSAVSparRt,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVSparRtOp,K,,,,Yes,,
,,,,,,1,"""Resuspension AV without replacement of ascending aorta"""
,,,,,,2,"""Resuspension AV with replacement of ascending aorta"""
,,,,,,3,"""Valve sparing root reimplantation (David)"""
,,,,,,4,"""Valve sparing root remodeling (Yacoub)"""
,,,,,,5,"""Valve sparing root reconstruction (Florida Sleeve)"""
VSAVRootRecon,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVPat,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAVPatTy,K,,,,Yes,,
,,,,,,1,"""Synthetic"""
,,,,,,2,"""Bioprosthetic"""
,,,,,,3,"""Autologous"""
AorticImplant,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSAoIm,K,Yes,Yes,Yes,Yes,,
,,,,,,2,"""ATS Mechanical Prosthesis"""
,,,,,,3,"""Björk-Shiley Convex-Concave Mechanical Prosthesis"""
,,,,,,4,"""Björk-Shiley Monostrut Mechanical Prosthesis"""
,,,,,,6,"""CarboMedics Mechanical Prosthesis"""
,,,,,,7,"""Edwards Tekna Mechanical Prosthesis"""
,,,,,,8,"""Medtronic-Hall/Hall Easy-Fit Mechanical Prosthesis"""
,,,,,,9,"""OmniCarbon Mechanical Prosthesis"""
,,,,,,10,"""MCRI On-X Mechanical Prosthesis"""
,,,,,,11,"""Sorin Bicarbon (Baxter Mira) Mechanical Prosthesis"""
,,,,,,12,"""Sorin Monoleaflet Allcarbon Mechanical Prosthesis"""
,,,,,,13,"""St. Jude Medical Mechanical Prosthesis or St. Jude Medical Mechanical Heart Valve"""
,,,,,,14,"""Starr-Edwards Caged-Ball Prosthesis"""
,,,,,,15,"""Ultracor Mechanical Prosthesis"""
,,,,,,19,"""Biocor Porcine Bioprosthesis"""
,,,,,,21,"""CarboMedics PhotoFix Pericardial Bioprosthesis"""
,,,,,,22,"""Carpentier-Edwards PERIMOUNT Pericardial Bioprosthesis"""
,,,,,,23,"""Carpentier-Edwards Standard Porcine Bioprosthesis"""
,,,,,,25,"""Carpentier-Edwards Supra-Annular Aortic Porcine Bioprosthesis"""
,,,,,,28,"""Hancock II Porcine Bioprosthesis"""
,,,,,,29,"""Hancock Modified Orifice Porcine Bioprosthesis"""
,,,,,,30,"""Ionescu-Shiley Pericardial Bioprosthesis"""
,,,,,,31,"""Labcor Stented Porcine Bioprosthesis"""
,,,,,,35,"""Medtronic Intact Porcine Bioprosthesis"""
,,,,,,36,"""Medtronic Mosaic Porcine Bioprosthesis"""
,,,,,,37,"""Mitroflow Pericardial Bioprosthesis"""
,,,,,,38,"""Sorin Pericarbon Stentless Pericardial Bioprosthesis"""
,,,,,,39,"""St. Jude Medical - Toronto SPV Stentless Porcine Bioprosthesis or SJM Toronto SPV Valve"""
,,,,,,40,"""St. Jude Medical-Bioimplant Porcine Bioprosthesis"""
,,,,,,41,"""Homograft Aortic - Subcoronary"""
,,,,,,42,"""Homograft Aortic - Root"""
,,,,,,43,"""Homograft Mitral"""
,,,,,,44,"""Homograft Pulmonic Root"""
,,,,,,45,"""Pulmonary Autograft to aortic root (Ross Procedure)"""
,,,,,,46,"""Carpentier-Edwards Classic Annuloplasty Ring"""
,,,,,,47,"""Carpentier-Edwards Physio Annuloplasty System Ring"""
,,,,,,48,"""Cosgrove-Edwards Annuloplasty System Ring"""
,,,,,,49,"""Medtronic Sculptor Ring"""
,,,,,,50,"""Medtronic-Duran AnCore Ring"""
,,,,,,51,"""Sorin-Puig-Messana Ring"""
,,,,,,52,"""St. Jude Medical Sequin Ring or SJM Séguin Annuloplasty Ring"""
,,,,,,53,"""Lillehei-Kaster Mechanical Prosthesis"""
,,,,,,54,"""OmniScience Mechanical Prosthesis"""
,,,,,,55,"""Hancock Standard Porcine Bioprosthesis"""
,,,,,,57,"""CarboMedics Carbo-Seal Ascending Aortic Valved Conduit Prosthesis"""
,,,,,,58,"""CarboMedics Carbo-Seal Valsalva Ascending Aortic Valved Conduit Prosthesis"""
,,,,,,59,"""CarboMedics Reduced Cuff Aortic Valve"""
,,,,,,60,"""CarboMedics Standard Aortic Valve"""
,,,,,,61,"""CarboMedics Top-Hat Supra-annular Aortic Valve"""
,,,,,,62,"""CarboMedics OptiForm Mitral Valve"""
,,,,,,63,"""CarboMedics Standard Mitral Valve"""
,,,,,,64,"""CarboMedics Orbis Universal Valve"""
,,,,,,65,"""CarboMedics Small Adult Aortic and Mitral Valves"""
,,,,,,66,"""Medtronic ADVANTAGE Mechanical Prosthesis"""
,,,,,,67,"""SJM Masters Series Mechanical Heart Valve"""
,,,,,,68,"""SJM Masters Series Aortic Valve Graft Prosthesis"""
,,,,,,69,"""St. Jude Medical Mechanical Heart Valve Hemodynamic Plus (HP) Series"""
,,,,,,70,"""SJM Masters Series Hemodynamic Plus Valve with FlexCuff Sewing Ring"""
,,,,,,71,"""SJM Regent Valve"""
,,,,,,72,"""Baxter Prima Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,73,"""Baxter Prima Stentless Porcine Bioprosthesis - Root"""
,,,,,,74,"""Biocor Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,75,"""Biocor Stentless Porcine Bioprosthesis - Root"""
,,,,,,76,"""Carpentier-Edwards Duraflex Porcine Bioprosthesis"""
,,,,,,77,"""Carpentier-Edwards Prima Plus Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,78,"""Carpentier-Edwards Prima Plus Stentless Porcine Bioprosthesis - Root"""
,,,,,,79,"""Cryolife O'Brien Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,80,"""Cryolife O'Brien Stentless Porcine Bioprosthesis - Root"""
,,,,,,81,"""Labcor Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,82,"""Labcor Stentless Porcine Bioprosthesis - Root"""
,,,,,,83,"""Medtronic Freestyle Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,84,"""Medtronic Freestyle Stentless Porcine Bioprosthesis - Root"""
,,,,,,85,"""Medtronic Contegra Bovine Jugular Bioprosthesis"""
,,,,,,86,"""SJM Biocor Valve"""
,,,,,,87,"""SJM Epic Valve"""
,,,,,,88,"""SJM Toronto Root Bioprosthesis"""
,,,,,,89,"""CryoLife Aortic Homograft"""
,,,,,,90,"""CryoLife Pulmonary Homograft"""
,,,,,,91,"""CryoLife CryoValve SG(Decellularized)Aortic Homograft"""
,,,,,,92,"""CryoLife CryoValve SG Pulmonary Homograft"""
,,,,,,93,"""LifeNet CV Allografts"""
,,,,,,94,"""CarboMedics AnnuloFlo Ring"""
,,,,,,95,"""CarboMedics AnnuloFlex Ring"""
,,,,,,96,"""CarboMedics CardioFix Bovine Pericardium with PhotoFix Technology"""
,,,,,,97,"""Edwards MC³ Tricuspid Annuloplasty System G Future Band"""
,,,,,,98,"""Genesee Sculptor Annuloplasty Ring"""
,,,,,,99,"""SJM Tailor Annuloplasty Ring"""
,,,,,,100,"""Medtronic Colvin Galloway Future Band"""
,,,,,,101,"""Medtronic Duran Band"""
,,,,,,102,"""Medtronic Duran - Ancore Band"""
,,,,,,103,"""Carpentier-Edwards PERIMOUNT Pericardial Magna Bioprosthesis"""
,,,,,,104,"""Carpentier-Edwards Geoform Ring"""
,,,,,,105,"""Carpentier-Edwards IMR Etlogix Ring"""
,,,,,,106,"""St. Jude RSR (Rigid Saddle Ring)"""
,,,,,,107,"""St. Jude Tailor Band"""
,,,,,,108,"""ATS 3f Aortic Bioprosthesis"""
,,,,,,109,"""ATS Simulus Flex-O Ring"""
,,,,,,110,"""ATS Simulus Flex-C Band"""
,,,,,,777,"""Other"""
VSAoImSz,K,Yes,Yes,Yes,Yes,,
,,,,,,,
VSAoImUDI,K,,,Yes,Yes,,
,,,,,,,
VSMV,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,3,"""Yes, planned"""
,,,,,,4,"""Yes, unplanned due to surgical complication"""
,,,,,,5,"""Yes, unplanned due to unsuspected disease or anatomy"""
VSMVPr,K,,Yes,Yes,Yes,,
,,,,,,1,"""Repair"""
,,,,,,2,"""Replacement"""
VSMVRepApp,K,,,,Yes,,
,,,,,,1,"""Transcatheter"""
,,,,,,2,"""Surgical"""
VSMitRAnnulo,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRLeafRes,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafResTyp,K,,Yes,Yes,Yes,,
,,,,,,1,"""Triangular"""
,,,,,,2,"""Quadrangular"""
,,,,,,3,"""Other"""
VSLeafAntRes,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafAntResLocD,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafAntResA1,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafAntResA2,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafAntResA3,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafPostRes,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafPostResLocD,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafPostResP1,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafPostResP2,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafPostResP3,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafComRes,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSLeafComResLoc,K,,,,Yes,,
,,,,,,-8,"""Not Documented"""
,,,,,,1,"""Medial (C2)"""
,,,,,,2,"""Lateral (C1)"""
,,,,,,3,"""Both"""
VSMitRPTFE,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoAnt,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoAntLocD,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoAntA1,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoAntA2,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoAntA3,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoPost,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoPostLocD,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoPostP1,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoPostP2,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoPostP3,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoCom,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSNeoComLoc,K,,,,Yes,,
,,,,,,-8,"""Not Documented"""
,,,,,,1,"""Medial (C2)"""
,,,,,,2,"""Lateral (C1)"""
,,,,,,3,"""Both"""
VSMitRChord,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfAnt,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfAntLocD,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfAntA1,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfAntA2,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfAntA3,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfPost,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfPostLocD,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfPostP1,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfPostP2,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfPostP3,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfCom,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorLfComLoc,K,,,,Yes,,
,,,,,,-8,"""Not Documented"""
,,,,,,1,"""Medial (C2)"""
,,,,,,2,"""Lateral (C1)"""
,,,,,,3,"""Both"""
VSMitRFold,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRSlidP,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRADecalc,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRLeafERP,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRLeafERPLoc,K,,,,Yes,,
,,,,,,-8,"""Not Documented"""
,,,,,,1,"""Anterior"""
,,,,,,2,"""Posterior"""
,,,,,,3,"""Both"""
VSMitREdge,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRMitComm,K,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRMitCplasty,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitRMitCleft,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSMitParaprosLeak,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
MitralIntent,K,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSChorPres,K,,Yes,Yes,Yes,,
,,,,,,0,"""None"""
,,,,,,2,"""Anterior"""
,,,,,,3,"""Posterior"""
,,,,,,4,"""Both"""
VSTCVMit,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
MitralImplant,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
MitralImplantTy,K,,,Yes,Yes,,
,,,,,,0,"""None"""
,,,,,,2,"""Mechanical"" OR ""Mechanical valve"""
,,,,,,3,"""Bioprosthesis"" OR ""Bioprosthetic valve"""
,,,,,,4,"""Homograft"""
,,,,,,5,"""Autograft (Ross)"""
,,,,,,6,"""Ring - Annuloplasty"" OR ""Ring/Annuloplasty"""
,,,,,,7,"""Band - Annuloplasty"" OR ""Band/Annuloplasty"""
,,,,,,8,"""Annuloplasty device"""
,,,,,,9,"""Transcatheter device"""
,,,,,,10,"""Other"""
,,,,,,11,"""Mitral leaflet clip"""
,,,,,,12,"""Surgically implanted transcatheter device"""
VSMiIm,K,Yes,Yes,Yes,Yes,,
,,,,,,2,"""ATS Mechanical Prosthesis"""
,,,,,,3,"""Björk-Shiley Convex-Concave Mechanical Prosthesis"""
,,,,,,4,"""Björk-Shiley Monostrut Mechanical Prosthesis"""
,,,,,,6,"""CarboMedics Mechanical Prosthesis"""
,,,,,,7,"""Edwards Tekna Mechanical Prosthesis"""
,,,,,,8,"""Medtronic-Hall/Hall Easy-Fit Mechanical Prosthesis"""
,,,,,,9,"""OmniCarbon Mechanical Prosthesis"""
,,,,,,10,"""MCRI On-X Mechanical Prosthesis"""
,,,,,,11,"""Sorin Bicarbon (Baxter Mira) Mechanical Prosthesis"""
,,,,,,12,"""Sorin Monoleaflet Allcarbon Mechanical Prosthesis"""
,,,,,,13,"""St. Jude Medical Mechanical Prosthesis or St. Jude Medical Mechanical Heart Valve"""
,,,,,,14,"""Starr-Edwards Caged-Ball Prosthesis"""
,,,,,,15,"""Ultracor Mechanical Prosthesis"""
,,,,,,19,"""Biocor Porcine Bioprosthesis"""
,,,,,,21,"""CarboMedics PhotoFix Pericardial Bioprosthesis"""
,,,,,,22,"""Carpentier-Edwards PERIMOUNT Pericardial Bioprosthesis"""
,,,,,,23,"""Carpentier-Edwards Standard Porcine Bioprosthesis"""
,,,,,,25,"""Carpentier-Edwards Supra-Annular Aortic Porcine Bioprosthesis"""
,,,,,,28,"""Hancock II Porcine Bioprosthesis"""
,,,,,,29,"""Hancock Modified Orifice Porcine Bioprosthesis"""
,,,,,,30,"""Ionescu-Shiley Pericardial Bioprosthesis"""
,,,,,,31,"""Labcor Stented Porcine Bioprosthesis"""
,,,,,,35,"""Medtronic Intact Porcine Bioprosthesis"""
,,,,,,36,"""Medtronic Mosaic Porcine Bioprosthesis"""
,,,,,,37,"""Mitroflow Pericardial Bioprosthesis"""
,,,,,,38,"""Sorin Pericarbon Stentless Pericardial Bioprosthesis"""
,,,,,,39,"""St. Jude Medical - Toronto SPV Stentless Porcine Bioprosthesis or SJM Toronto SPV Valve"""
,,,,,,40,"""St. Jude Medical-Bioimplant Porcine Bioprosthesis"""
,,,,,,41,"""Homograft Aortic - Subcoronary"""
,,,,,,42,"""Homograft Aortic - Root"""
,,,,,,43,"""Homograft Mitral"""
,,,,,,44,"""Homograft Pulmonic Root"""
,,,,,,45,"""Pulmonary Autograft to aortic root (Ross Procedure)"""
,,,,,,46,"""Carpentier-Edwards Classic Annuloplasty Ring"""
,,,,,,47,"""Carpentier-Edwards Physio Annuloplasty System Ring"""
,,,,,,48,"""Cosgrove-Edwards Annuloplasty System Ring"""
,,,,,,49,"""Medtronic Sculptor Ring"""
,,,,,,50,"""Medtronic-Duran AnCore Ring"""
,,,,,,51,"""Sorin-Puig-Messana Ring"""
,,,,,,52,"""St. Jude Medical Sequin Ring or SJM Séguin Annuloplasty Ring"""
,,,,,,53,"""Lillehei-Kaster Mechanical Prosthesis"""
,,,,,,54,"""OmniScience Mechanical Prosthesis"""
,,,,,,55,"""Hancock Standard Porcine Bioprosthesis"""
,,,,,,57,"""CarboMedics Carbo-Seal Ascending Aortic Valved Conduit Prosthesis"""
,,,,,,58,"""CarboMedics Carbo-Seal Valsalva Ascending Aortic Valved Conduit Prosthesis"""
,,,,,,59,"""CarboMedics Reduced Cuff Aortic Valve"""
,,,,,,60,"""CarboMedics Standard Aortic Valve"""
,,,,,,61,"""CarboMedics Top-Hat Supra-annular Aortic Valve"""
,,,,,,62,"""CarboMedics OptiForm Mitral Valve"""
,,,,,,63,"""CarboMedics Standard Mitral Valve"""
,,,,,,64,"""CarboMedics Orbis Universal Valve"""
,,,,,,65,"""CarboMedics Small Adult Aortic and Mitral Valves"""
,,,,,,66,"""Medtronic ADVANTAGE Mechanical Prosthesis"""
,,,,,,67,"""SJM Masters Series Mechanical Heart Valve"""
,,,,,,68,"""SJM Masters Series Aortic Valve Graft Prosthesis"""
,,,,,,69,"""St. Jude Medical Mechanical Heart Valve Hemodynamic Plus (HP) Series"""
,,,,,,70,"""SJM Masters Series Hemodynamic Plus Valve with FlexCuff Sewing Ring"""
,,,,,,71,"""SJM Regent Valve"""
,,,,,,72,"""Baxter Prima Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,73,"""Baxter Prima Stentless Porcine Bioprosthesis - Root"""
,,,,,,74,"""Biocor Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,75,"""Biocor Stentless Porcine Bioprosthesis - Root"""
,,,,,,76,"""Carpentier-Edwards Duraflex Porcine Bioprosthesis"""
,,,,,,77,"""Carpentier-Edwards Prima Plus Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,78,"""Carpentier-Edwards Prima Plus Stentless Porcine Bioprosthesis - Root"""
,,,,,,79,"""Cryolife O'Brien Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,80,"""Cryolife O'Brien Stentless Porcine Bioprosthesis - Root"""
,,,,,,81,"""Labcor Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,82,"""Labcor Stentless Porcine Bioprosthesis - Root"""
,,,,,,83,"""Medtronic Freestyle Stentless Porcine Bioprosthesis - Subcoronary"""
,,,,,,84,"""Medtronic Freestyle Stentless Porcine Bioprosthesis - Root"""
,,,,,,85,"""Medtronic Contegra Bovine Jugular Bioprosthesis"""
,,,,,,86,"""SJM Biocor Valve"""
,,,,,,87,"""SJM Epic Valve"""
,,,,,,88,"""SJM Toronto Root Bioprosthesis"""
,,,,,,89,"""CryoLife Aortic Homograft"""
,,,,,,90,"""CryoLife Pulmonary Homograft"""
,,,,,,91,"""CryoLife CryoValve SG(Decellularized)Aortic Homograft"""
,,,,,,92,"""CryoLife CryoValve SG Pulmonary Homograft"""
,,,,,,93,"""LifeNet CV Allografts"""
,,,,,,94,"""CarboMedics AnnuloFlo Ring"""
,,,,,,95,"""CarboMedics AnnuloFlex Ring"""
,,,,,,96,"""CarboMedics CardioFix Bovine Pericardium with PhotoFix Technology"""
,,,,,,97,"""Edwards MC³ Tricuspid Annuloplasty System G Future Band"""
,,,,,,98,"""Genesee Sculptor Annuloplasty Ring"""
,,,,,,99,"""SJM Tailor Annuloplasty Ring"""
,,,,,,100,"""Medtronic Colvin Galloway Future Band"""
,,,,,,101,"""Medtronic Duran Band"""
,,,,,,102,"""Medtronic Duran - Ancore Band"""
,,,,,,103,"""Carpentier-Edwards PERIMOUNT Pericardial Magna Bioprosthesis"""
,,,,,,104,"""Carpentier-Edwards Geoform Ring"""
,,,,,,105,"""Carpentier-Edwards IMR Etlogix Ring"""
,,,,,,106,"""St. Jude RSR (Rigid Saddle Ring)"""
,,,,,,107,"""St. Jude Tailor Band"""
,,,,,,108,"""ATS 3f Aortic Bioprosthesis"""
,,,,,,109,"""ATS Simulus Flex-O Ring"""
,,,,,,110,"""ATS Simulus Flex-C Band"""
,,,,,,777,"""Other"""
VSMiImSz,K,Yes,Yes,Yes,Yes,,
,,,,,,,
VSMiImUDI,K,,,Yes,Yes,,
,,,,,,,
VSTV,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,3,"""Yes, planned"""
,,,,,,4,"""Yes, unplanned due to surgical complication"""
,,,,,,5,"""Yes, unplanned due to unsuspected disease or anatomy"""
VSTrRepair,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSTrRepAnnulo,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
OpTricusAnTy,K,,Yes,Yes,Yes,,
,,,,,,1,"""Pericardium"""
,,,,,,2,"""Suture"""
,,,,,,3,"""Prosthetic ring"""
,,,,,,4,"""Prosthetic band"""
,,,,,,5,"""Other"""
VSTrLeafRes,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSTrReplace,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSTCVTri,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
VSTrValvec,K,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TricuspidImplant,K,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TricusImplantTy,K,,,Yes,Yes,,
,,,,,,0,"""None"""
,,,,,,2,"""Mechanical"" OR ""Mechanical valve"""
,,,,,,3,"""Bioprosthesis"" OR ""Bioprosthetic valve"""
,,,,,,4,"""Homograft"""
,,,,,,5,"""Autograft (Ross)"""
,,,,,,6,"""Ring/Annuloplasty"""
,,,,,,7,"""Band/Annuloplasty"""
,,,,,,8,"""Annuloplasty device"""
,,,,,,9,"""Transcatheter device"""
,,,,,,10,"""Other"""
VSTrIm,K,Yes,Yes,Yes,Yes,,
,,,,,,2,"""ATS Mechanical Prosthesis"""
,,,,,,3,"""Björk-Shiley Convex-Concave Mechanical Prosthesis"""
,,,,,,4,"""Björk-Shiley Monostrut Mechanical Prosthesis"""
,,,,,,6,"""CarboMedics Mechanical Prosthesis"""
,,,,,,7,"""Edwards Tekna Mechanical Prosthesis"""
,,,,,,8,"""Medtronic-Hall/Hall Easy-Fit Mechanical Prosthesis"""
,,,,,,9,"""OmniCarbon Mechanical Prosthesis"""
,,,,,,10,"""MCRI On-X Mechanical Prosthesis"""
,,,,,,11,"""Sorin Bicarbon (Baxter Mira) Mechanical Prosthesis"""
,,,,,,12,"""Sorin Monoleaflet Allcarbon Mechanical Prosthesis"""
,,,,,,13,"""St. Jude Medical Mechanical Prosthesis or St. Jude Medical Mechanical Heart Valve"""
,,,,,,14,"""Starr-Edwards Caged-Ball Prosthesis"""
,,,,,,15,"""Ultracor Mechanical Prosthesis"""
,,,,,,19,"""Biocor Porcine Bioprosthesis"""
,,,,,,21,"""CarboMedics PhotoFix Pericardial Bioprosthesis"""
,,,,,,22,"""Carpentier-Edwards PERIMOUNT Pericardial Bioprosthesis"""
,,,,,,23,"""Carpentier-Edwards Standard Porcine Bioprosthesis"""
,,,,,,25,"""Carpentier-Edwards Supra-Annular Aortic Porcine Bioprosthesis"""
,,,,,,28,"""Hancock II Porcine Bioprosthesis"""
,,,,,,29,"""Hancock Modified Orifice Porcine Bioprosthesis"""
